140.675 0
141.2 0
141.675 0
201.8 0
413.75 1
415.85 1
416.075 1
416.225 1
850.4 1
851.25 1
898.9 0
900.6 0
900.85 0
901.675 0
901.875 0
1340.23 0
1366.3 0
1367.6 0
1427.15 0
1428.28 0
1429.18 0
1429.33 0
1429.88 0
1444.68 0
1445.35 0
1446.08 0
2620.87 0
2625.82 0
2625.9 0
2626.57 0
3304.12 0
3304.3 0
3332.77 1
3336.22 1
4406.65 1
4430.77 1
4432 1
4725.02 1
4950.65 0
4952.37 0
4979.85 1
4980.92 1
4981.57 1
5025.9 1
5027.1 1
5352.45 0
5378.35 0
5379.3 0
5389.12 0
5390.57 0
5712.27 1
5712.5 1
5712.55 1
5712.65 1
5914.87 0
5916.37 0
5928.1 0
5994.72 1
5994.8 1
5994.85 1
5994.92 1
6041.7 1
6865.15 1
7699.05 1
7699.5 1
7700.95 1
7727.72 1
7729.35 1
8853.45 0
8853.72 0
8853.92 0
8873.25 0
8902.92 0
8904.17 0
9121.37 1
9121.57 1
9121.8 1
9123.07 1
9145.07 1
9156.72 1
9208.25 1
9209.32 1
9215.75 0
9217.2 0
9239.2 0
9239.32 0
9240.25 0
9240.67 1
9240.75 1
9240.95 0
9242.8 1
9297.6 0
9299.45 0
9299.87 0
9737.08 0
9738.6 0
9758.93 0
9826.3 0
9856.3 0
9866.5 0
9867.8 0
9868.45 0
9886.65 0
